candidate_id,formula_family,source_dataset,source_id,paper_id,question_text,equation,correct_answer,is_quantitative_calculation,formula_supported,answer_verified,source_license_verified,decision,reviewer_id,reviewer_notes
candidate_ber_01,ber,XINLI1997/WirelessMATHBench-XL,10901,2204.07037v2,"What is the second term of the message vector, which updates the shape parameter?","$$\boldsymbol{\mu}_{\theta_n, \zeta} = \left[ \sum_{i=0,1} \langle [ b_n = i ] \rangle \left( - \frac{1}{2} (x_n^2 - 2 x_n \mu_i + \mu_i^2) \right), \quad [MASK] \right]^\mathrm{T}$$","\boxed{\sum_{i=0,1} \frac{1}{2} \langle [ b_n = i ] \rangle}}",,,,,,,
candidate_ber_02,ber,XINLI1997/WirelessMATHBench-XL,10902,2204.07037v2,"What is the first term of the message vector, which updates the rate parameter?","$$\boldsymbol{\mu}_{\theta_n, \zeta} = \left[ [MASK], \quad \sum_{i=0,1} \frac{1}{2} \langle [ b_n = i ] \rangle \right]^\mathrm{T}$$","\boxed{\sum_{i=0,1} \langle [ b_n = i ] \rangle \left( - \frac{1}{2} (x_n^2 - 2 x_n \mu_i + \mu_i^2) \right)}}",,,,,,,
candidate_ber_03,ber,XINLI1997/WirelessMATHBench-XL,10903,2204.07037v2,What quadratic expression in $x_n$ and $\mu_i$ is inside the parentheses?,"$$\boldsymbol{\mu}_{\theta_n, \zeta} = \left[ \sum_{i=0,1} \langle [ b_n = i ] \rangle \left( - \frac{1}{2} ([MASK]) \right), \quad \sum_{i=0,1} \frac{1}{2} \langle [ b_n = i ] \rangle \right]^\mathrm{T}$$",\boxed{x_n^2 - 2 x_n \mu_i + \mu_i^2}},,,,,,,
candidate_ber_04,ber,XINLI1997/WirelessMATHBench-XL,10904,2204.07037v2,Write the complete VMP message vector from a conditional Gaussian cluster to the gamma cluster.,"$$\boldsymbol{\mu}_{\theta_n, \zeta} = [MASK]$$","\boxed{\left[ \sum_{i=0,1} \langle [ b_n = i ] \rangle \left( - \frac{1}{2} (x_n^2 - 2 x_n \mu_i + \mu_i^2) \right), \quad \sum_{i=0,1} \frac{1}{2} \langle [ b_n = i ] \rangle \right]^\mathrm{T}}}",,,,,,,
candidate_ber_05,ber,XINLI1997/WirelessMATHBench-XL,18792,2409.09590v1,Fill in the modulation-dependent scaling factor.,$$P_b = \frac{ 2 \left(1 - \frac{1}{\sqrt{M}} \right) }{ \log_2 (M) } \cdot Q \left( \sqrt{ [MASK] \cdot \frac{ 1 }{ \mathrm{EVM}_{RMS}^2 } } \right)$$,\boxed{\frac{ 3 \log_2 (M) }{ M - 1 }},,,,,,,
candidate_ber_06,ber,XINLI1997/WirelessMATHBench-XL,2124,2010.00098v2,Write the complete equation for the continuous-time received baseband signal.,$$\boldsymbol{r}(t) = [MASK]$$,"\boxed{\sum_{k=0}^{K_u-1} \sum_{n=0}^{N_s-1} g_k b_{k,n} s_k(t - n T_s - \tau_k) + \boldsymbol{w}(t)}",,,,,,,
candidate_ber_07,ber,XINLI1997/WirelessMATHBench-XL,6694,2504.09986v3,Write the complete expression for the diversity exponent.,$$\kappa_2 = [MASK]$$,\boxed{\frac{\alpha \mu}{2} L},,,,,,,
candidate_ber_08,ber,XINLI1997/WirelessMATHBench-XL,9688,2110.14112v1,Fill in the two terms that make up the mean variance: one from residual interference and one from noise.,$$\nu^{(t)} = [MASK] + [MASK] \quad (t > 0)$$,\boxed{\frac{K - 1}{N} V_j^{(t-1)}} and \boxed{\frac{\sigma^2}{N}},,,,,,,
candidate_ber_09,ber,XINLI1997/WirelessMATHBench-XL,11585,2412.04876v1,Which expression correctly represents the composite channel gain that should replace [MASK]?,$$I_n(t) := \sum_{n' \in \hat{\mathcal{N}}(t) \setminus \{n\}} \chi_{n'}(t) \cdot P_{n'}(t) \cdot [MASK]$$,B,,,,,,,
candidate_ber_10,ber,XINLI1997/WirelessMATHBench-XL,11588,2412.04876v1,Complete the three factors inside the summation.,"$$I_n(t) := \sum_{n' \in \hat{\mathcal{N}}(t) \setminus \{n\}} [MASK] \cdot [MASK] \cdot \left([MASK] |H_{\mathrm{LOS}, n'}(t)|^2 + \sqrt{(1 - \beta^2)} |H_{\mathrm{NLOS}, n'}(t)|^2\right)$$","\boxed{\chi_{n'}(t)}, \boxed{P_{n'}(t)}, and \boxed{\beta}",,,,,,,
candidate_nyquist_rate_01,nyquist_rate,XINLI1997/WirelessMATHBench-XL,2447,2506.19688v2,Fill in the pulse shaping function and the complex exponential that define the waveform.,"$$s(t) = \sum_{m=0}^{M-1} \sum_{n=0}^{N-1} x[m,n] [MASK]\left( t - m \frac{T}{M} \right) [MASK]$$",\boxed{\hat{g}_{\mathrm{tx}}} and \boxed{e^{j 2\pi \frac{n}{NT} \left( t - m \frac{T}{M} \right)}},,,,,,,
candidate_nyquist_rate_02,nyquist_rate,XINLI1997/WirelessMATHBench-XL,2448,2506.19688v2,"Complete the three components of the summation: the data symbol, the pulse function, and the complex exponential.",$$s(t) = \sum_{m=0}^{M-1} \sum_{n=0}^{N-1} [MASK] [MASK]\left( t - m \frac{T}{M} \right) [MASK]$$,"\boxed{x[m,n]}, \boxed{\hat{g}_{\mathrm{tx}}}, \boxed{e^{j 2\pi \frac{n}{NT} \left( t - m \frac{T}{M} \right)}}",,,,,,,
candidate_nyquist_rate_03,nyquist_rate,XINLI1997/WirelessMATHBench-XL,3703,2508.12964v1,"Complete the summation structure, symbol weighting, and pulse-shifting components.",$$s(t) = [MASK] a_k [MASK] [MASK]$$,"\boxed{\sum_k}, \boxed{g(t - }, \boxed{k\tau T)}",,,,,,,
candidate_nyquist_rate_04,nyquist_rate,XINLI1997/WirelessMATHBench-XL,3704,2508.12964v1,Write the complete equation for the transmitted FTN signal.,$$s(t) = [MASK]$$,\boxed{\sum_k a_k g(t - k\tau T)},,,,,,,
candidate_nyquist_rate_05,nyquist_rate,XINLI1997/WirelessMATHBench-XL,526,2503.13583v2,What relational operator completes the necessary and sufficient condition for stability?,"$$\operatorname{det}\left( \mathbf{I} + \mathbf{H}_1(j\omega)\mathbf{H}_2(j\omega) \right) [MASK] 0, \quad \forall \omega \in \mathbb{R}$$",\boxed{\neq},,,,,,,
candidate_mimo_capacity_01,mimo_capacity,XINLI1997/WirelessMATHBench-XL,16032,2211.15990v1,What matrix accounts for the colored noise after combining?,$$C = \log \left( \left| \mathbf{I}_K + \frac{\rho}{N} [MASK] \mathbf{W} \mathbf{H} \mathbf{A} \mathbf{D} (\mathbf{W} \mathbf{H} \mathbf{A} \mathbf{D})^H \right| \right)$$,\boxed{\mathbf{R}_n^{-1}},,,,,,,
candidate_mimo_capacity_02,mimo_capacity,XINLI1997/WirelessMATHBench-XL,16034,2211.15990v1,Write the complete channel capacity equation for the hybrid massive MIMO system.,$$C = [MASK]$$,\boxed{\log \left( \left| \mathbf{I}_K + \frac{\rho}{N} \mathbf{R}_n^{-1} \mathbf{W} \mathbf{H} \mathbf{A} \mathbf{D} (\mathbf{W} \mathbf{H} \mathbf{A} \mathbf{D})^H \right| \right)},,,,,,,
candidate_mimo_capacity_03,mimo_capacity,XINLI1997/WirelessMATHBench-XL,4439,2506.01400v1,Write the complete optimal power allocation formula for a communication user equipment (UE).,"$$P_{C,k,i} = [MASK]$$","\boxed{\left[ \frac{B (1 + \nu_{k,i})}{\mu \ln 2} - \frac{N_{0,k} + I_{k,i}}{\lambda_{k,i}} \right]^{+}}",,,,,,,
candidate_mimo_capacity_04,mimo_capacity,XINLI1997/WirelessMATHBench-XL,9539,2406.19084v1,Write the complete expression for the channel capacity in the high-SNR regime.,$$C = [MASK]$$,\boxed{\sum_{i=1}^{R} \log_2\left(1 + \frac{P_i \lambda_i}{\sigma^2}\right)}},,,,,,,
candidate_mimo_capacity_05,mimo_capacity,XINLI1997/WirelessMATHBench-XL,16031,2211.15990v1,What matrix operation is applied to the effective channel matrix?,$$C = \log \left( \left| \mathbf{I}_K + \frac{\rho}{N} \mathbf{R}_n^{-1} \mathbf{W} \mathbf{H} \mathbf{A} \mathbf{D} [MASK] \right| \right)$$,\boxed{(\mathbf{W} \mathbf{H} \mathbf{A} \mathbf{D})^H},,,,,,,
candidate_mimo_capacity_06,mimo_capacity,XINLI1997/WirelessMATHBench-XL,16033,2211.15990v1,What is the identity matrix that appears in the capacity formula?,$$C = \log \left( \left| [MASK] + \frac{\rho}{N} \mathbf{R}_n^{-1} \mathbf{W} \mathbf{H} \mathbf{A} \mathbf{D} (\mathbf{W} \mathbf{H} \mathbf{A} \mathbf{D})^H \right| \right)$$,\boxed{\mathbf{I}_K},,,,,,,
candidate_mimo_capacity_07,mimo_capacity,XINLI1997/WirelessMATHBench-XL,4438,2506.01400v1,Complete the Lagrange multiplier and the water-level denominator.,"$$P_{C,k,i} = \left[ \frac{B (1 + [MASK])}{[MASK] \ln 2} - \frac{N_{0,k} + I_{k,i}}{\lambda_{k,i}} \right]^{+}$$","\boxed{\nu_{k,i}} and \boxed{\mu}}",,,,,,,
candidate_noise_power_01,noise_power,XINLI1997/WirelessMATHBench-XL,10119,2309.08995v1,Write the complete shot noise variance equation.,$$\sigma_{shot}^{2} = [MASK]$$,\boxed{2 q R_p P_{Received} B + 2 q I_{bg} I_2 B},,,,,,,
candidate_noise_power_02,noise_power,XINLI1997/WirelessMATHBench-XL,11758,2110.14128v1,"Complete the equation for the MMSE channel estimate for $h_{l,k}$.",$$[MASK] = [MASK] \cdot \frac{[MASK]^H}{\sqrt{\tau}} \mathbf{z}_l$$,"\boxed{\hat{h}_{l,k}}, \boxed{\frac{\sqrt{p \tau} \beta_{l,k}}{\sigma^2 + p \tau \sum_{i \in \mathcal{S}_{t_k}} \beta_{l,i}}}, \boxed{\boldsymbol{\phi}_{t_k}}",,,,,,,
candidate_noise_power_03,noise_power,XINLI1997/WirelessMATHBench-XL,11767,2110.14128v1,Fill in the two matrices whose sum defines the posterior precision.,$$\boldsymbol{\Sigma}^{(t)} = \left( [MASK] + [MASK] \right)^{-1}$$,\boxed{\hat{\mathbf{H}}^H (\mathbf{D} + \sigma^2\mathbf{I})^{-1} \hat{\mathbf{H}}} and \boxed{\boldsymbol{\lambda}^{(t)}},,,,,,,
candidate_noise_power_04,noise_power,XINLI1997/WirelessMATHBench-XL,11769,2110.14128v1,Write the complete equation defining the posterior covariance matrix in the EP algorithm.,$$\boldsymbol{\Sigma}^{(t)} = [MASK]$$,\boxed{\left( \hat{\mathbf{H}}^H (\mathbf{D} + \sigma^2\mathbf{I})^{-1} \hat{\mathbf{H}} + \boldsymbol{\lambda}^{(t)} \right)^{-1}},,,,,,,
candidate_noise_power_05,noise_power,XINLI1997/WirelessMATHBench-XL,12222,2303.02850v2,Fill in the normalization factor for the beamformer power and the denominator representing the noise power.,"$$\mathrm{SNR}^{(u)} = \max_{c \in P_\mathrm{CSI}}} \frac{1}{K} \sum_{k \in \mathbf{K}_{c,\mathrm{CSI}}}} \sum_{t \in \mathbf{T}_{c,\mathrm{CSI}}}} [MASK] \frac{ \left\| \widehat{\mathbf{H}_{u,t,k} \mathbf{f}_c} \right\|^2 }{ [MASK] }$$","\boxed{\frac{1}{N_\mathrm{T}}}} and \boxed{\mathbb{E}\left[ \left\| \mathbf{N}_{t,k} \right\|^2 \right]}}",,,,,,,
candidate_noise_power_06,noise_power,XINLI1997/WirelessMATHBench-XL,12223,2303.02850v2,Complete the outer averaging factor and the sets over which the summation occurs.,"$$\mathrm{SNR}^{(u)} = \max_{c \in P_\mathrm{CSI}}} [MASK] \sum_{k \in [MASK]} \sum_{t \in [MASK]} \frac{1}{N_\mathrm{T}}} \frac{ \left\| \widehat{\mathbf{H}_{u,t,k} \mathbf{f}_c} \right\|^2 }{ \mathbb{E}\left[ \left\| \mathbf{N}_{t,k} \right\|^2 \right] }$$","\boxed{\frac{1}{K}}}, \boxed{\mathbf{K}_{c,\mathrm{CSI}}}}, \boxed{\mathbf{T}_{c,\mathrm{CSI}}}}",,,,,,,
candidate_noise_power_07,noise_power,XINLI1997/WirelessMATHBench-XL,12468,2310.03969v1,Complete the numerator and the two terms in the denominator.,$$r_{\mathrm{max}} = \left( \frac{[MASK]}{[MASK] [MASK]} \right)^{\frac{1}{\alpha}}$$,"\boxed{P_{\mathrm{tx}}}, \boxed{\sigma^2}, \boxed{\theta}",,,,,,,
candidate_noise_power_08,noise_power,XINLI1997/WirelessMATHBench-XL,13332,2411.06015v1,What is the cumulative channel transformation through all RISs?,$$R_m = B_m \log_2 \left( 1 + \frac{ \left| [MASK] \boldsymbol{g}_m \right|^2 |x_m|^2 }{\sigma_A^2} \right)$$,\boxed{\prod_{i=1}^{N} \boldsymbol{\Theta}_i \mathbf{H}_i},,,,,,,
candidate_noise_power_09,noise_power,XINLI1997/WirelessMATHBench-XL,13511,2501.12043v1,What expression in the denominator accounts for the detector's quantum efficiency?,$$n = \frac{1 + n_e}{[MASK]}$$,\boxed{\eta - 1},,,,,,,
candidate_noise_power_10,noise_power,XINLI1997/WirelessMATHBench-XL,13513,2501.12043v1,What factor scales the combined electronic and unit noise?,$$n = [MASK]\left(1 + n_e\right)$$,\boxed{\frac{1}{\eta - 1}},,,,,,,
candidate_link_budget_01,link_budget,XINLI1997/WirelessMATHBench-XL,11468,2410.04681v1,Complete the three missing components: the two antenna gain variables and the constant in the denominator.,$$g_i \triangleq \frac{P_t [MASK] [MASK] c^2}{([MASK] f)^2}$$,"\boxed{G_{i,A}}, \boxed{G_{i,U}}, \boxed{4\pi}",,,,,,,
candidate_link_budget_02,link_budget,XINLI1997/WirelessMATHBench-XL,12898,2311.01334v1,Fill in the complete numerator (antenna gains) and denominator (path loss and other losses).,$$|h^{b}|^{2} = \frac{[MASK]}{[MASK]}$$,"\boxed{G_{\mathrm{SAT}}(\theta_{b}) G_{\mathrm{RX,max}}} and \boxed{\left(4\pi d^{b}/\lambda\right)^{2} L^{b}}",,,,,,,
candidate_link_budget_03,link_budget,XINLI1997/WirelessMATHBench-XL,18197,2103.12192v2,Fill in the transmit power term and the denominator.,"$$\mathrm{RSRP}_{n,u} = \frac{\mathrm{EIRP}}{L_s} = \frac{[MASK] \ c^2}{[MASK]}$$",\boxed{\mathrm{EIRP}} and \boxed{(4\pi f_c d)^2},,,,,,,
candidate_link_budget_04,link_budget,XINLI1997/WirelessMATHBench-XL,10604,2501.08100v1,Write the complete equation for the received power.,$$P_r = [MASK]$$,\boxed{P_t |\boldsymbol{w}^H \boldsymbol{H} \boldsymbol{f}|^2},,,,,,,
candidate_link_budget_05,link_budget,XINLI1997/WirelessMATHBench-XL,13195,2107.03434v2,Which expression correctly represents the numerator of the channel hardening metric?,$$\mathsf{CH}_{k} = \frac{[MASK]}{(\mathbb{E}\{\|\mathbf{z}_k\|^2\})^2}$$,D,,,,,,,
candidate_link_budget_06,link_budget,XINLI1997/WirelessMATHBench-XL,15865,2103.09156v2,Which expression completes the free-space path loss equation by replacing [MASK]?,$$L_{FSPL} = 20\log_{10}(d) + 20\log_{10}(f_c) + [MASK]$$,B,,,,,,,
candidate_link_budget_07,link_budget,XINLI1997/WirelessMATHBench-XL,18195,2103.12192v2,Which expression correctly represents the RSRP in terms of the fundamental constants and system parameters that should replace [MASK]?,"$$\mathrm{RSRP}_{n,u} = \frac{\mathrm{EIRP}}{L_s} = [MASK]$$",B,,,,,,,
candidate_link_budget_08,link_budget,XINLI1997/WirelessMATHBench-XL,3455,2402.13804v1,Which expression correctly represents the complete link budget equation for the received power in dBm?,$$P_{\mathrm{rx}} = [MASK]$$,D,,,,,,,
candidate_link_budget_09,link_budget,XINLI1997/WirelessMATHBench-XL,7713,2407.01957v1,"Complete the numerator, denominator, and exponent for the FSPL formula.",$$L = \left( { \frac { [MASK] } { [MASK] } } \right) ^ { [MASK] }$$,"\boxed{4 \pi d}, \boxed{\lambda}, \boxed{2}",,,,,,,
candidate_link_budget_10,link_budget,XINLI1997/WirelessMATHBench-XL,7714,2407.01957v1,Write the complete free-space path loss equation.,$$L = [MASK]$$,\boxed{\left( \frac { 4 \pi d } { \lambda } \right) ^ { 2 }},,,,,,,
candidate_ebn0_relation_01,ebn0_relation,XINLI1997/WirelessMATHBench-XL,10895,2204.07037v2,Which expression correctly represents the conversion from noise precision $\gamma$ to SNR in dB that should replace [MASK]?,$$\mathrm { SNR } _ { \mathrm { d B } } = [MASK]$$,A,,,,,,,
candidate_path_loss_exponent_01,path_loss_exponent,XINLI1997/WirelessMATHBench-XL,11042,2412.19811v1,Fill in the distance-dependent path loss and small-scale fading terms.,$$g = \kappa [MASK] [MASK] \zeta$$,\boxed{d^{-\alpha}} and \boxed{\|h\|^2},,,,,,,
candidate_path_loss_exponent_02,path_loss_exponent,XINLI1997/WirelessMATHBench-XL,11044,2412.19811v1,Write the complete composite channel gain equation.,$$g = [MASK]$$,\boxed{\kappa d^{-\alpha} \|h\|^2 \zeta},,,,,,,
candidate_path_loss_exponent_03,path_loss_exponent,XINLI1997/WirelessMATHBench-XL,12137,2306.01894v2,Fill in the coefficient for the distance-dependent term and the random fading component.,"$$\mathrm{PL^{CI}}(f_c, d)\ [\mathrm{dB}] = \mathrm{FSPL}(f_c) + [MASK]\log_{10}(d) + \delta + [MASK]$$",\boxed{10n} and \boxed{\chi_\sigma},,,,,,,
candidate_path_loss_exponent_04,path_loss_exponent,XINLI1997/WirelessMATHBench-XL,13347,2404.11136v2,Fill in the path loss constant and the exponent.,$$l _ { p } = [MASK] \left( \frac { d _ { 0 } } { d _ { 1 } d _ { 2 } } \right) ^ { [MASK] }$$,\boxed{C _ { 0 } ^ { 2 }} and \boxed{n},,,,,,,
candidate_path_loss_exponent_05,path_loss_exponent,XINLI1997/WirelessMATHBench-XL,13348,2404.11136v2,Complete the numerator and the two distance terms in the denominator.,$$l _ { p } = C _ { 0 } ^ { 2 } \left( \frac { [MASK] } { [MASK] [MASK] } \right) ^ { n }$$,"\boxed{d _ { 0 }}, \boxed{d _ { 1 }}, \boxed{d _ { 2 }}",,,,,,,
candidate_path_loss_exponent_06,path_loss_exponent,XINLI1997/WirelessMATHBench-XL,13758,2407.11265v1,Write the complete expression for both components of the Rician channel model.,$$h_{m}^{j}(t) = [MASK] + [MASK]$$,"\boxed{\sqrt{\frac{1}{1+\kappa}} h_{m}^{j, NLoS}(t)} and \boxed{\sqrt{\frac{\kappa}{1+\kappa}} h_{m}^{j, LoS}}",,,,,,,
candidate_path_loss_exponent_07,path_loss_exponent,XINLI1997/WirelessMATHBench-XL,16322,2309.11917v2,"What is the complete coefficient, including its multiplicative factor, for the logarithmic term?",$$RSS(d) = RSS(d_0) + [MASK]\log_{10}(d/d_0) + X_{dBm}$$,\boxed{10n},,,,,,,
candidate_path_loss_exponent_08,path_loss_exponent,XINLI1997/WirelessMATHBench-XL,16327,2309.11917v2,What is the complete coefficient for the distance-dependent term?,$$RSS_{ij} = A + [MASK]\log_{10}( \|\boldsymbol{x}_i - \boldsymbol{X}_j\|_2 ) + e_{ij}$$,\boxed{10n},,,,,,,
candidate_path_loss_exponent_09,path_loss_exponent,XINLI1997/WirelessMATHBench-XL,16329,2309.11917v2,Write the complete equation for the RSS measured at reference node $j$ from mobile node $i$.,$$RSS_{ij} = [MASK]$$,\boxed{A + 10n \log_{10}( \|\boldsymbol{x}_i - \boldsymbol{X}_j\|_2 ) + e_{ij}},,,,,,,
candidate_path_loss_exponent_10,path_loss_exponent,XINLI1997/WirelessMATHBench-XL,17131,2501.02335v3,What term in the denominator normalizes the expression involving the constant $A$?,"$$M_c(D) = \frac{2\pi\lambda \cdot \gamma\left( \frac{2}{\alpha_U}, A D^{\alpha_U} \right) }{ \alpha_U [MASK] }$$",\boxed{A^{\frac{2}{\alpha_U}}}},,,,,,,
candidate_doppler_shift_01,doppler_shift,XINLI1997/WirelessMATHBench-XL,10019,2205.12155v2,Write the complete beat frequency equation for up-chirp.,"$$f_{\mathrm{beat,up}} = [MASK]$$",\boxed{\mu \cdot \frac{2R}{c_0} - \frac{2V_r}{\lambda}},,,,,,,
candidate_doppler_shift_02,doppler_shift,XINLI1997/WirelessMATHBench-XL,10039,2205.12155v2,Write the complete definition of the squared ambiguity function.,"$$\left| \chi \left( \tau , f_{d} \right) \right| ^{2} = [MASK]$$",\boxed{\left| \int_{-\infty}^{\infty} \tilde{x}(t) \tilde{x}^{*}(t - \tau) e^{j 2 \pi f_{d} t} dt \right|^{2}},,,,,,,
candidate_doppler_shift_03,doppler_shift,XINLI1997/WirelessMATHBench-XL,10398,2502.09857v1,Complete the three missing components: the path amplitude terms and the delay-dependent phase term.,"$$h_{(k,n,m),p}(t) = [MASK] [MASK] e^{j \frac{2\pi}{\lambda} (\mathbf{r}_p^{\mathrm{rx}})^T \mathbf{d}_{n,m}^{\mathrm{rx}} } e^{j \frac{2\pi}{\lambda} (\mathbf{r}_p^{\mathrm{tx}})^T \mathbf{d}_{k}^{\mathrm{tx}} } e^{j 2\pi w_p t } [MASK]$$","\boxed{\alpha_p}, \boxed{\beta_p}, and \boxed{e^{j 2\pi f \tau_p }}",,,,,,,
candidate_doppler_shift_04,doppler_shift,XINLI1997/WirelessMATHBench-XL,11527,2411.15995v2,Fill in the Doppler shift term and the delayed transmitted signal.,"$$\mathbf{r}_{m}^{j,0}(t) = \kappa \sqrt{p_m} \sum_{k=1}^{K} \beta_{m,k}^{j,0} [MASK] \mathbf{b}(\theta_{m,k}^{j,0}) \mathbf{a}^{\dagger}(\theta_{m,k}^{j,0}) \mathbf{f}^{j,0} [MASK] + \mathbf{z}(t)$$","\boxed{e^{j 2\pi \mu_{m,k}^{j,0} t}} and \boxed{s(t - \tau_{m,k}^{j,0})}",,,,,,,
candidate_doppler_shift_05,doppler_shift,XINLI1997/WirelessMATHBench-XL,11877,2212.07950v1,Fill in the two terms that model the time-varying phase and the delay spread for each target.,"$$h_{\mathrm{sen}}^{\mathrm{TD}}(t, \tau) = \sum_{q=1}^{Q} \beta_q [MASK] [MASK] \zeta_q$$",\boxed{e^{j 2\pi \nu_q t}} and \boxed{g(\tau - \tau_q)},,,,,,,
candidate_doppler_shift_06,doppler_shift,XINLI1997/WirelessMATHBench-XL,11879,2212.07950v1,Write the complete equation for the time-delay domain sensing channel impulse response.,"$$h_{\mathrm{sen}}^{\mathrm{TD}}(t, \tau) = [MASK]$$",\boxed{\sum_{q=1}^{Q} \beta_q e^{j 2\pi \nu_q t} g(\tau - \tau_q) \zeta_q},,,,,,,
candidate_doppler_shift_07,doppler_shift,XINLI1997/WirelessMATHBench-XL,12497,2401.08624v1,Fill in the two exponential terms representing the phase shift and the Doppler shift.,$$h(t) = \sum_{p=1}^{P} \sqrt{G_p} \cdot [MASK] \cdot [MASK]$$,"\boxed{e^{-j\phi_p}} and \boxed{e^{j2\pi f_{D,p}t}}",,,,,,,
candidate_doppler_shift_08,doppler_shift,XINLI1997/WirelessMATHBench-XL,12503,2405.02873v2,"Complete the three missing components: the amplitude term, the Doppler phase term, and the receive steering vector.","$$\mathbf{y}^{\mathrm{MBS}}_{n,m} = [MASK] \sum_{l=1}^{L} b^{l}_{2} [MASK] e^{-j2\pi n Q \Delta f^{1} \tau_{l}} [MASK] \mathbf{a}^{\mathrm{T}}_{\mathrm{Tx}}(\phi_{l}) \mathbf{x}^{2}_{n,m} + \mathbf{z}^{2}_{n,m}$$","\boxed{\sqrt{P^{2}_{m,n,\mathrm{T}}}}, \boxed{e^{j2\pi f^{2}_{\mathrm{d},l} m T^{2}}}, and \boxed{\mathbf{a}_{\mathrm{Rx}}(\theta_{l})}",,,,,,,
candidate_doppler_shift_09,doppler_shift,XINLI1997/WirelessMATHBench-XL,12709,2403.08900v1,Write the complete channel aging model equation.,$$\mathbf{g}_{bu}[n] = [MASK]$$,\boxed{\rho_u[n] \mathbf{g}_{bu}[0] + \bar{\rho}_u[n] \mathbf{v}_{bu}[n]},,,,,,,
candidate_doppler_shift_10,doppler_shift,XINLI1997/WirelessMATHBench-XL,15988,2012.01726v1,What is the coefficient of the inner product term?,"$$c_m(\boldsymbol{\Omega}) = \exp \left( [MASK] \langle \mathbf{e}(\boldsymbol{\Omega}), \mathbf{r}_m \rangle + j2\pi \nu_l t \right)$$",\boxed{j2\pi \lambda^{-1}},,,,,,,
